Full Name,First Name,Last Name,Country,ID,Source,Team_2009,Team_2010,Team_2011,Team_2012,Team_2013,Team_2014,Team_2015,Team_2016,Team_2017,Team_2018,Team_2019
Romain HARDY,Romain,HARDY,FRA,FRA0147,"Vuelta a España, 2016",,,,,,"COFIDIS, SOLUTIONS CREDITS","COFIDIS, SOLUTIONS CREDITS","COFIDIS, SOLUTIONS CREDITS",FORTUNEO - OSCARO,TEAM FORTUNEO - SAMSIC,
Pierre LATOUR,Pierre,LATOUR,FRA,FRA0148,"Vuelta a España, 2019",,,,,,,,AG2R LA MONDIALE,AG2R LA MONDIALE,AG2R LA MONDIALE,AG2R LA MONDIALE
Thomas DEGAND,Thomas,DEGAND,BEL,BEL0077,"Vuelta a España, 2015",,,,,,,IAM CYCLING,,WANTY - GROUPE GOBERT,WANTY - GROUPE GOBERT,
Lilian CALMEJANE,Lilian,CALMEJANE,FRA,FRA0149,"Vuelta a España, 2016",,,,,,,,DIRECT ENERGIE,DIRECT ENERGIE,DIRECT ENERGIE,TOTAL DIRECT ENERGIE
Marco MINNAARD,Marco,MINNAARD,NED,NED0062,"Tour de France, 2018",,,,,,,,,WANTY - GROUPE GOBERT,WANTY - GROUPE GOBERT,
Elie GESBERT,Elie,GESBERT,FRA,FRA0150,"Tour de France, 2019",,,,,,,,,FORTUNEO - OSCARO,TEAM FORTUNEO - SAMSIC,TEAM ARKEA - SAMSIC
Nils POLITT,Nils,POLITT,GER,GER0050,"Tour de France, 2019",,,,,,,,,TEAM KATUSHA ALPECIN,TEAM KATUSHA ALPECIN,TEAM KATUSHA ALPECIN
Pieter VANSPEYBROUCK,Pieter,VANSPEYBROUCK,BEL,BEL0078,"Tour de France, 2017",,,,,,,,,WANTY - GROUPE GOBERT,,
Scott THWAITES,Scott,THWAITES,GBR,GBR0022,"Vuelta a España, 2016",,,,,,,,BORA-ARGON 18,TEAM DIMENSION DATA,,
Yoann OFFREDO,Yoann,OFFREDO,FRA,FRA0151,"Vuelta a España, 2010",,FDJ,,,,,,,WANTY - GROUPE GOBERT,WANTY - GROUPE GOBERT,WANTY - GOBERT CYCLING TEAM
Patrick BEVIN,Patrick,BEVIN,NZL,NZL0009,"Vuelta a España, 2016",,,,,,,,CANNONDALE-DRAPAC PRO CYCLING TEAM,CANNONDALE DRAPAC PROFESSIONAL CYCLING TEAM,,
Dion SMITH,Dion,SMITH,NZL,NZL0010,"Vuelta a España, 2019",,,,,,,,,WANTY - GROUPE GOBERT,WANTY - GROUPE GOBERT,MITCHELTON - SCOTT
Mike TEUNISSEN,Mike,TEUNISSEN,NED,NED0063,"Vuelta a España, 2018",,,,,,,TEAM LOTTO NL - JUMBO,,TEAM SUNWEB,TEAM SUNWEB,TEAM JUMBO - VISMA
Frederik BACKAERT,Frederik,BACKAERT,BEL,BEL0079,"Tour de France, 2019",,,,,,,,,WANTY - GROUPE GOBERT,,WANTY - GOBERT CYCLING TEAM
Andrea PASQUALON,Andrea,PASQUALON,ITA,ITA0183,"Tour de France, 2019",,,,,,,,,WANTY - GROUPE GOBERT,WANTY - GROUPE GOBERT,WANTY - GOBERT CYCLING TEAM
Thomas BOUDAT,Thomas,BOUDAT,FRA,FRA0152,"Tour de France, 2018",,,,,,,,,DIRECT ENERGIE,DIRECT ENERGIE,
Guillaume VAN KEIRSBULCK,Guillaume,VAN KEIRSBULCK,BEL,BEL0080,"Vuelta a España, 2013",,,,,OMEGA PHARMA - QUICK-STEP CYCLING TEAM,,,,WANTY - GROUPE GOBERT,WANTY - GROUPE GOBERT,
Dimitri CLAEYS,Dimitri,CLAEYS,BEL,BEL0081,"Tour de France, 2018",,,,,,,,,"COFIDIS, SOLUTIONS CREDITS","COFIDIS, SOLUTIONS CREDITS",
Egan Arley BERNAL GOMEZ,Egan Arley,BERNAL GOMEZ,COL,COL0033,"Tour de France, 2019",,,,,,,,,,TEAM SKY,TEAM INEOS
David GAUDU,David,GAUDU,FRA,FRA0153,"Tour de France, 2019",,,,,,,,,,GROUPAMA - FDJ,GROUPAMA - FDJ
Søren KRAGH ANDERSEN,Søren,KRAGH ANDERSEN,DEN,DEN0021,"Vuelta a España, 2017",,,,,,,,,TEAM SUNWEB,TEAM SUNWEB,
Marc SOLER,Marc,SOLER,ESP,ESP0104,"Vuelta a España, 2017",,,,,,,,,MOVISTAR TEAM,MOVISTAR TEAM,MOVISTAR TEAM
Magnus Cort NIELSEN,Magnus Cort,NIELSEN,DEN,DEN0022,"Vuelta a España, 2017",,,,,,,,ORICA-BIKEEXCHANGE,ORICA - SCOTT,ASTANA PRO TEAM,ASTANA PRO TEAM
Yves LAMPAERT,Yves,LAMPAERT,BEL,BEL0082,"Vuelta a España, 2017",,,,,,,,ETIXX - QUICK STEP,QUICK - STEP FLOORS,QUICK - STEP FLOORS,DECEUNINCK  -  QUICK - STEP
Toms SKUJINS,Toms,SKUJINS,LAT,LAT0004,"Vuelta a España, 2017",,,,,,,,,CANNONDALE DRAPAC PROFESSIONAL CYCLING TEAM,TREK - SEGAFREDO,TREK - SEGAFREDO
Anthony PEREZ,Anthony,PEREZ,FRA,FRA0154,"Vuelta a España, 2017",,,,,,,,,"COFIDIS, SOLUTIONS CREDITS","COFIDIS, SOLUTIONS CREDITS","COFIDIS, SOLUTIONS CREDITS"
Kevin LEDANOIS,Kevin,LEDANOIS,FRA,FRA0155,"Tour de France, 2019",,,,,,,,,,TEAM FORTUNEO - SAMSIC,TEAM ARKEA - SAMSIC
Anthony TURGIS,Anthony,TURGIS,FRA,FRA0156,"Vuelta a España, 2017",,,,,,,,,"COFIDIS, SOLUTIONS CREDITS","COFIDIS, SOLUTIONS CREDITS",TOTAL DIRECT ENERGIE
Fabien GRELLIER,Fabien,GRELLIER,FRA,FRA0157,"Tour de France, 2019",,,,,,,,,,DIRECT ENERGIE,TOTAL DIRECT ENERGIE
Tom SCULLY,Tom,SCULLY,NZL,NZL0011,"Vuelta a España, 2017",,,,,,,,,CANNONDALE DRAPAC PROFESSIONAL CYCLING TEAM,TEAM EF EDUCATION FIRST - DRAPAC P/B CANNONDALE,EF EDUCATION FIRST
Timothy DUPONT,Timothy,DUPONT,BEL,BEL0083,"Tour de France, 2018",,,,,,,,,,WANTY - GROUPE GOBERT,
Oliviero TROIA,Oliviero,TROIA,ITA,ITA0184,"Vuelta a España, 2019",,,,,,,,,,UAE TEAM EMIRATES,UAE TEAM EMIRATES
Amund Grøndahl JANSEN,Amund Grøndahl,JANSEN,NOR,NOR0011,"Tour de France, 2019",,,,,,,,,,TEAM LOTTO NL - JUMBO,TEAM JUMBO - VISMA
Jasper DE BUYST,Jasper,DE BUYST,BEL,BEL0084,"Vuelta a España, 2015",,,,,,,LOTTO SOUDAL,,,LOTTO SOUDAL,LOTTO SOUDAL
Xandro MEURISSE,Xandro,MEURISSE,BEL,BEL0085,"Tour de France, 2019",,,,,,,,,,,WANTY - GOBERT CYCLING TEAM
Enric MAS NICOLAU,Enric,MAS NICOLAU,ESP,ESP0105,"Vuelta a España, 2018",,,,,,,,,QUICK - STEP FLOORS,QUICK - STEP FLOORS,DECEUNINCK  -  QUICK - STEP
Lennard KÄMNA,Lennard,KÄMNA,GER,GER0051,"Tour de France, 2019",,,,,,,,,,,TEAM SUNWEB
Gianni MOSCON,Gianni,MOSCON,ITA,ITA0185,"Vuelta a España, 2017",,,,,,,,,TEAM SKY,,TEAM INEOS
Paul OURSELIN,Paul,OURSELIN,FRA,FRA0158,"Tour de France, 2019",,,,,,,,,,,TOTAL DIRECT ENERGIE
Stéphane ROSSETTO,Stéphane,ROSSETTO,FRA,FRA0159,"Vuelta a España, 2018",,,,,,,"COFIDIS, SOLUTIONS CREDITS","COFIDIS, SOLUTIONS CREDITS","COFIDIS, SOLUTIONS CREDITS","COFIDIS, SOLUTIONS CREDITS","COFIDIS, SOLUTIONS CREDITS"
Sven Erik BYSTRØM,Sven Erik,BYSTRØM,NOR,NOR0012,"Vuelta a España, 2018",,,,,,,,TEAM KATUSHA,,UAE TEAM EMIRATES,UAE TEAM EMIRATES
Odd Christian EIKING,Odd Christian,EIKING,NOR,NOR0013,"Vuelta a España, 2016",,,,,,,,FDJ,,,WANTY - GOBERT CYCLING TEAM
Benoit COSNEFROY,Benoit,COSNEFROY,FRA,FRA0160,"Tour de France, 2019",,,,,,,,,,,AG2R LA MONDIALE
Ivan GARCIA CORTINA,Ivan,GARCIA CORTINA,ESP,ESP0106,"Vuelta a España, 2018",,,,,,,,,BAHRAIN - MERIDA,BAHRAIN - MERIDA,BAHRAIN - MERIDA
Kasper ASGREEN,Kasper,ASGREEN,DEN,DEN0023,"Vuelta a España, 2018",,,,,,,,,,QUICK - STEP FLOORS,DECEUNINCK  -  QUICK - STEP
Aime DE GENDT,Aime,DE GENDT,BEL,BEL0086,"Tour de France, 2019",,,,,,,,,,,WANTY - GOBERT CYCLING TEAM
Kevin VAN MELSEN,Kevin,VAN MELSEN,BEL,BEL0087,"Tour de France, 2019",,,,,,,,,,,WANTY - GOBERT CYCLING TEAM
Ezequiel MOSQUERA MIGUEZ,Ezequiel,MOSQUERA MIGUEZ,ESP,ESP0107,"Vuelta a España, 2010",XACOBEO GALICIA,XACOBEO GALICIA,,,,,,,,,
Manuel VAZQUEZ HUESO,Manuel,VAZQUEZ HUESO,ESP,ESP0108,"Vuelta a España, 2009",CONTENTPOLIS-AMPO,,,,,,,,,,
David HERRERO LLORENTE,David,HERRERO LLORENTE,ESP,ESP0109,"Vuelta a España, 2009",XACOBEO GALICIA,,,,,,,,,,
Adrian PALOMARES VILLAPLANA,Adrian,PALOMARES VILLAPLANA,ESP,ESP0110,"Vuelta a España, 2012",CONTENTPOLIS-AMPO,,ANDALUCIA CAJA GRANADA,ANDALUCIA,,,,,,,
Manuel CALVENTE CORPAS,Manuel,CALVENTE CORPAS,ESP,ESP0111,"Vuelta a España, 2009",ANDALUCIA CAJASUR,,,,,,,,,,
Olivier BONNAIRE,Olivier,BONNAIRE,FRA,FRA0161,"Vuelta a España, 2009",BBOX BOUYGUES TELECOM,,,,,,,,,,
Xavier FLORENCIO,Xavier,FLORENCIO,ESP,ESP0112,"Vuelta a España, 2012",CERVELO TEST TEAM,CERVELO TEST TEAM,,KATUSHA TEAM,,,,,,,
Javier RAMIREZ ABEJA,Javier,RAMIREZ ABEJA,ESP,ESP0113,"Vuelta a España, 2012",ANDALUCIA CAJASUR,ANDALUCIA - CAJASUR,,ANDALUCIA,,,,,,,
Francisco Jose MARTINEZ PEREZ,Francisco Jose,MARTINEZ PEREZ,ESP,ESP0114,"Vuelta a España, 2009",ANDALUCIA CAJASUR,,,,,,,,,,
Gustavo DOMINGUEZ LEMOS,Gustavo,DOMINGUEZ LEMOS,ESP,ESP0115,"Vuelta a España, 2009",XACOBEO GALICIA,,,,,,,,,,
Antonio PIEDRA PEREZ,Antonio,PIEDRA PEREZ,ESP,ESP0116,"Vuelta a España, 2014",ANDALUCIA CAJASUR,ANDALUCIA - CAJASUR,ANDALUCIA CAJA GRANADA,CAJA RURAL,CAJA RURAL - SEGUROS RGA,CAJA RURAL - SEGUROS RGA,,,,,
Julian SANCHEZ PIMIENTA,Julian,SANCHEZ PIMIENTA,ESP,ESP0117,"Vuelta a España, 2009",CONTENTPOLIS-AMPO,,,,,,,,,,
Aitor HERNANDEZ GUTIERREZ,Aitor,HERNANDEZ GUTIERREZ,ESP,ESP0118,"Vuelta a España, 2009",EUSKALTEL - EUSKADI,,,,,,,,,,
Roger HAMMOND,Roger,HAMMOND,GBR,GBR0023,"Vuelta a España, 2009",CERVELO TEST TEAM,,,,,,,,,,
Jesus ROSENDO PRADO,Jesus,ROSENDO PRADO,ESP,ESP0119,"Vuelta a España, 2012",ANDALUCIA CAJASUR,,ANDALUCIA CAJA GRANADA,ANDALUCIA,,,,,,,
Javier BENITEZ POMARES,Javier,BENITEZ POMARES,ESP,ESP0120,"Vuelta a España, 2009",CONTENTPOLIS-AMPO,,,,,,,,,,
Jose RUIZ SANCHEZ,Jose,RUIZ SANCHEZ,ESP,ESP0121,"Vuelta a España, 2009",ANDALUCIA CAJASUR,,,,,,,,,,
Francisco Jose PACHECO TORRES,Francisco Jose,PACHECO TORRES,ESP,ESP0122,"Vuelta a España, 2009",CONTENTPOLIS-AMPO,,,,,,,,,,
Matheus PRONK,Matheus,PRONK,NED,NED0064,"Vuelta a España, 2009",VACANSOLEIL PRO CYCLING TEAM,,,,,,,,,,
Jean Eudes DEMARET,Jean Eudes,DEMARET,FRA,FRA0162,"Vuelta a España, 2009","COFIDIS, LE CREDIT EN LIGNE",,,,,,,,,,
Emanuele BINDI,Emanuele,BINDI,ITA,ITA0186,"Vuelta a España, 2009",LAMPRE - N.G.C,,,,,,,,,,
Massimiliano MORI,Massimiliano,MORI,ITA,ITA0187,"Vuelta a España, 2009",LAMPRE - N.G.C,,,,,,,,,,
Timothy GUDSELL,Timothy,GUDSELL,NZL,NZL0012,"Vuelta a España, 2009",FRANÇAISE DES JEUX,,,,,,,,,,
Jose Vicente GARCIA ACOSTA,Jose Vicente,GARCIA ACOSTA,ESP,ESP0123,"Vuelta a España, 2011",CAISSE D'EPARGNE,CAISSE D'EPARGNE,MOVISTAR TEAM,,,,,,,,
Mikel GAZTANAGA ECHEVERRIA,Mikel,GAZTANAGA ECHEVERRIA,ESP,ESP0124,"Vuelta a España, 2009",CONTENTPOLIS-AMPO,,,,,,,,,,
Vitaliy BUTS,Vitaliy,BUTS,UKR,UKR0008,"Vuelta a España, 2009",LAMPRE - N.G.C,,,,,,,,,,
Oscar GARCIA-CASARRUBIOS PINTOR,Oscar,GARCIA-CASARRUBIOS PINTOR,ESP,ESP0125,"Vuelta a España, 2009",CONTENTPOLIS-AMPO,,,,,,,,,,
Sergio DOMINGUEZ MUNOZ,Sergio,DOMINGUEZ MUNOZ,ESP,ESP0126,"Vuelta a España, 2009",CONTENTPOLIS-AMPO,,,,,,,,,,
Franck PEROUX,Franck,PEROUX,FRA,FRA0163,"Vuelta a España, 2009",BBOX BOUYGUES TELECOM,,,,,,,,,,
Manuel ORTEGA OCANA,Manuel,ORTEGA OCANA,ESP,ESP0127,"Vuelta a España, 2010",ANDALUCIA CAJASUR,ANDALUCIA - CAJASUR,,,,,,,,,
Alberto FERNANDEZ SAINZ,Alberto,FERNANDEZ SAINZ,ESP,ESP0128,"Vuelta a España, 2009",XACOBEO GALICIA,,,,,,,,,,
Francesco TOMEI,Francesco,TOMEI,ITA,ITA0188,"Vuelta a España, 2009",LAMPRE - N.G.C,,,,,,,,,,
Jose Antonio LOPEZ GIL,Jose Antonio,LOPEZ GIL,ESP,ESP0129,"Vuelta a España, 2009",ANDALUCIA CAJASUR,,,,,,,,,,
Oscar PUJOL MUÑOZ,Oscar,PUJOL MUÑOZ,ESP,ESP0130,"Vuelta a España, 2010",,CERVELO TEST TEAM,,,,,,,,,
Gustavo Rodriguez IGLESIAS,Gustavo Rodriguez,IGLESIAS,ESP,ESP0131,"Vuelta a España, 2010",,XACOBEO GALICIA,,,,,,,,,
Juan Javier ESTRADA RUIZ,Juan Javier,ESTRADA RUIZ,ESP,ESP0132,"Vuelta a España, 2010",,ANDALUCIA - CAJASUR,,,,,,,,,
Sergio CARRASCO GARCIA,Sergio,CARRASCO GARCIA,ESP,ESP0133,"Vuelta a España, 2012",,ANDALUCIA - CAJASUR,,ANDALUCIA,,,,,,,
Sergey RENEV,Sergey,RENEV,KAZ,KAZ0016,"Vuelta a España, 2010",,ASTANA,,,,,,,,,
David GUTIERREZ GUTIERREZ,David,GUTIERREZ GUTIERREZ,ESP,ESP0134,"Vuelta a España, 2010",,FOOTON-SERVETTO,,,,,,,,,
Markus EICHLER,Markus,EICHLER,GER,GER0052,"Vuelta a España, 2010",,TEAM MILRAM,,,,,,,,,
Enrique MATA,Enrique,MATA,ESP,ESP0135,"Vuelta a España, 2010",,FOOTON-SERVETTO,,,,,,,,,
Jose Vicente TORIBIO ALCOLEA,Jose Vicente,TORIBIO ALCOLEA,ESP,ESP0136,"Vuelta a España, 2012",,ANDALUCIA - CAJASUR,ANDALUCIA CAJA GRANADA,ANDALUCIA,,,,,,,
Andreas STAUFF,Andreas,STAUFF,GER,GER0053,"Vuelta a España, 2010",,QUICK STEP,,,,,,,,,
Johnnie WALKER,Johnnie,WALKER,AUS,AUS0047,"Vuelta a España, 2010",,FOOTON-SERVETTO,,,,,,,,,
Jorge Martin MONTENEGRO ADARO,Jorge Martin,MONTENEGRO ADARO,ARG,ARG0005,"Vuelta a España, 2010",,ANDALUCIA - CAJASUR,,,,,,,,,
Michel KREDER,Michel,KREDER,NED,NED0065,"Vuelta a España, 2017",,GARMIN - TRANSITIONS,,GARMIN - SHARP,GARMIN SHARP,,,,AQUA BLUE SPORT,,
Arnaud LABBE,Arnaud,LABBE,FRA,FRA0164,"Vuelta a España, 2010",,"COFIDIS, LE CREDIT EN LIGNE",,,,,,,,,
Liff HOSTE,Liff,HOSTE,BEL,BEL0088,"Vuelta a España, 2010",,OMEGA PHARMA-LOTTO,,,,,,,,,
Roy SENTJENS,Roy,SENTJENS,BEL,BEL0089,"Vuelta a España, 2010",,TEAM MILRAM,,,,,,,,,
Freddy BICHOT,Freddy,BICHOT,FRA,FRA0165,"Vuelta a España, 2010",,BBOX BOUYGUES TELECOM,,,,,,,,,
David VITORIA,David,VITORIA,SUI,SUI0024,"Vuelta a España, 2010",,FOOTON-SERVETTO,,,,,,,,,
Santo ANZA,Santo,ANZA,ITA,ITA0189,"Vuelta a España, 2011",,,VACANSOLEIL-DCM PRO CYCLING TEAM,,,,,,,,
Andrey MIZUROV,Andrey,MIZUROV,KAZ,KAZ0017,"Vuelta a España, 2011",,,PRO TEAM ASTANA,,,,,,,,
Marc DE MAAR,Marc,DE MAAR,NED,NED0066,"Vuelta a España, 2011",,,QUICKSTEP CYCLING TEAM,,,,,,,,
David BERNABEU ARMENGOL,David,BERNABEU ARMENGOL,ESP,ESP0137,"Vuelta a España, 2011",,,ANDALUCIA CAJA GRANADA,,,,,,,,
Jose Luis ROLDAN CARMONA,Jose Luis,ROLDAN CARMONA,ESP,ESP0138,"Vuelta a España, 2011",,,ANDALUCIA CAJA GRANADA,,,,,,,,
Steve HOUANARD,Steve,HOUANARD,FRA,FRA0166,"Vuelta a España, 2011",,,AG2R LA MONDIALE,,,,,,,,
Yukihiro DOI,Yukihiro,DOI,JPN,JPN0006,"Vuelta a España, 2012",,,SKIL - SHIMANO,TEAM ARGOS - SHIMANO,,,,,,,
Antonio Jesus CABELLO BAENA,Antonio Jesus,CABELLO BAENA,ESP,ESP0139,"Vuelta a España, 2011",,,ANDALUCIA CAJA GRANADA,,,,,,,,
Angel MADRAZO RUIZ,Angel,MADRAZO RUIZ,ESP,ESP0140,"Vuelta a España, 2019",,,MOVISTAR TEAM,,,,CAJA RURAL-SEGUROS RGA,CAJA RURAL-SEGUROS RGA,,,BURGOS - BH
Hernâni BRÔCO,Hernâni,BRÔCO,POR,POR0013,"Vuelta a España, 2012",,,,CAJA RURAL,,,,,,,
Oleksandr KVACHUK,Oleksandr,KVACHUK,UKR,UKR0009,"Vuelta a España, 2012",,,,LAMPRE - ISD,,,,,,,
Florent BARLE,Florent,BARLE,FRA,FRA0167,"Vuelta a España, 2012",,,,"COFIDIS, LE CREDIT EN LIGNE",,,,,,,
Wouter MOL,Wouter,MOL,NED,NED0067,"Vuelta a España, 2012",,,,VACANSOLEIL-DCM PRO CYCLING TEAM,,,,,,,
Javier CHACON QUESADA,Javier,CHACON QUESADA,ESP,ESP0141,"Vuelta a España, 2012",,,,ANDALUCIA,,,,,,,
Travis MEYER,Travis,MEYER,AUS,AUS0048,"Vuelta a España, 2012",,,,ORICA GreenEDGE,,,,,,,
Danail PETROV,Danail,PETROV,BUL,BUL0002,"Vuelta a España, 2012",,,,CAJA RURAL,,,,,,,
Raymond KREDER,Raymond,KREDER,NED,NED0068,"Vuelta a España, 2012",,,,GARMIN - SHARP,,,,,,,
Aitor GALDOS ALONSO,Aitor,GALDOS ALONSO,ESP,ESP0142,"Vuelta a España, 2012",,,,CAJA RURAL,,,,,,,
Pablo LECHUGA RODRIGUEZ,Pablo,LECHUGA RODRIGUEZ,ESP,ESP0143,"Vuelta a España, 2012",,,,ANDALUCIA,,,,,,,
David BOUCHER,David,BOUCHER,FRA,FRA0168,"Vuelta a España, 2012",,,,FDJ-BIG MAT,,,,,,,
Joost VAN LEIJEN,Joost,VAN LEIJEN,NED,NED0069,"Vuelta a España, 2012",,,,LOTTO BELISOL TEAM,,,,,,,
Fabricio FERRARI BARCELO,Fabricio,FERRARI BARCELO,URU,URU0001,"Vuelta a España, 2017",,,,,CAJA RURAL - SEGUROS RGA,,,,CAJA RURAL - SEGUROS RGA,,
Luca DODI,Luca,DODI,ITA,ITA0190,"Vuelta a España, 2013",,,,,LAMPRE-MERIDA,,,,,,
Stéphane POULHIES,Stéphane,POULHIES,FRA,FRA0169,"Vuelta a España, 2013",,,,,"COFIDIS, SOLUTIONS CREDITS",,,,,,
Francesco LASCA,Francesco,LASCA,ITA,ITA0191,"Vuelta a España, 2014",,,,,CAJA RURAL - SEGUROS RGA,CAJA RURAL - SEGUROS RGA,,,,,
Massimo GRAZIATO,Massimo,GRAZIATO,ITA,ITA0192,"Vuelta a España, 2013",,,,,LAMPRE-MERIDA,,,,,,
Sebastian LANDER,Sebastian,LANDER,DEN,DEN0024,"Vuelta a España, 2013",,,,,BMC RACING TEAM,,,,,,
Cyril BESSY,Cyril,BESSY,FRA,FRA0170,"Vuelta a España, 2013",,,,,"COFIDIS, SOLUTIONS CREDITS",,,,,,
Andrew FENN,Andrew,FENN,GBR,GBR0024,"Vuelta a España, 2013",,,,,OMEGA PHARMA - QUICK-STEP CYCLING TEAM,,,,,,
Barry MARKUS,Barry,MARKUS,NED,NED0070,"Vuelta a España, 2013",,,,,VACANSOLEIL-DCM PRO CYCLING TEAM,,,,,,
Yannick MARTINEZ,Yannick,MARTINEZ,FRA,FRA0171,"Vuelta a España, 2014",,,,,,TEAM EUROPCAR,,,,,
Marcel AREGGER,Marcel,AREGGER,SUI,SUI0025,"Vuelta a España, 2015",,,,,,IAM CYCLING,IAM CYCLING,,,,
Karol DOMAGALSKI,Karol,DOMAGALSKI,POL,POL0019,"Vuelta a España, 2014",,,,,,CAJA RURAL - SEGUROS RGA,,,,,
Matthias KRIZEK,Matthias,KRIZEK,AUT,AUT0016,"Vuelta a España, 2014",,,,,,CANNONDALE,,,,,
Dan CRAVEN,Dan,CRAVEN,NAM,NAM0001,"Vuelta a España, 2014",,,,,,TEAM EUROPCAR,,,,,
Jonathan FUMEAUX,Jonathan,FUMEAUX,SUI,SUI0026,"Vuelta a España, 2014",,,,,,IAM CYCLING,,,,,
Pirmin LANG,Pirmin,LANG,SUI,SUI0027,"Vuelta a España, 2014",,,,,,IAM CYCLING,,,,,
Gert JOEÄÄR,Gert,JOEÄÄR,EST,EST0005,"Vuelta a España, 2014",,,,,,"COFIDIS, SOLUTIONS CREDITS",,,,,
Daniil FOMINYKH,Daniil,FOMINYKH,KAZ,KAZ0018,"Vuelta a España, 2014",,,,,,ASTANA PRO TEAM,,,,,
Ricardo VILELA,Ricardo,VILELA,POR,POR0014,"Vuelta a España, 2019",,,,,,,CAJA RURAL-SEGUROS RGA,,MANZANA POSTOBON TEAM,,BURGOS - BH
Juan Pablo VALENCIA,Juan Pablo,VALENCIA,COL,COL0034,"Vuelta a España, 2015",,,,,,,COLOMBIA,,,,
Simon PELLAUD,Simon,PELLAUD,SUI,SUI0028,"Vuelta a España, 2016",,,,,,,IAM CYCLING,IAM CYCLING,,,
Brayan Stiven RAMIREZ CHACON,Brayan Stiven,RAMIREZ CHACON,COL,COL0035,"Vuelta a España, 2015",,,,,,,COLOMBIA,,,,
Youcef REGUIGUI,Youcef,REGUIGUI,ALG,ALG0001,"Vuelta a España, 2015",,,,,,,MTN - QHUBEKA,,,,
Walter Fernando PEDRAZA MORALES,Walter Fernando,PEDRAZA MORALES,COL,COL0036,"Vuelta a España, 2015",,,,,,,COLOMBIA,,,,
Carlos BARBERO,Carlos,BARBERO,ESP,ESP0144,"Vuelta a España, 2015",,,,,,,CAJA RURAL-SEGUROS RGA,,,,
Gediminas BAGDONAS,Gediminas,BAGDONAS,LTU,LTU0004,"Vuelta a España, 2016",,,,,,,AG2R LA MONDIALE,AG2R LA MONDIALE,,,
Zico WAEYTENS,Zico,WAEYTENS,BEL,BEL0090,"Vuelta a España, 2016",,,,,,,TEAM GIANT - ALPECIN,TEAM GIANT - ALPECIN,,,
Lorrenzo MANZIN,Lorrenzo,MANZIN,FRA,FRA0172,"Vuelta a España, 2017",,,,,,,FDJ,FDJ,FDJ,,
Alex Norberto CANO ARDILA,Alex Norberto,CANO ARDILA,COL,COL0037,"Vuelta a España, 2015",,,,,,,COLOMBIA,,,,
Jaime ROSON GARCIA,Jaime,ROSON GARCIA,ESP,ESP0145,"Vuelta a España, 2017",,,,,,,,CAJA RURAL-SEGUROS RGA,CAJA RURAL - SEGUROS RGA,,
Jelle WALLAYS,Jelle,WALLAYS,BEL,BEL0091,"Vuelta a España, 2019",,,,,,,,LOTTO SOUDAL,LOTTO SOUDAL,LOTTO SOUDAL,LOTTO SOUDAL
Eduard PRADES REVERTER,Eduard,PRADES REVERTER,ESP,ESP0146,"Vuelta a España, 2018",,,,,,,,CAJA RURAL-SEGUROS RGA,,EUSKADI BASQUE COUNTRY - MURIAS,
Jhonatan RESTREPO VALENCIA,Jhonatan,RESTREPO VALENCIA,COL,COL0038,"Vuelta a España, 2018",,,,,,,,TEAM KATUSHA,,TEAM KATUSHA ALPECIN,
Kiel REIJNEN,Kiel,REIJNEN,USA,USA0038,"Vuelta a España, 2019",,,,,,,,TREK - SEGAFREDO,,TREK - SEGAFREDO,TREK - SEGAFREDO
Ryan ANDERSON,Ryan,ANDERSON,CAN,CAN0011,"Vuelta a España, 2016",,,,,,,,DIRECT ENERGIE,,,
Loic CHETOUT,Loic,CHETOUT,FRA,FRA0173,"Vuelta a España, 2018",,,,,,,,"COFIDIS, SOLUTIONS CREDITS",,"COFIDIS, SOLUTIONS CREDITS",
Jonas VAN GENECHTEN,Jonas,VAN GENECHTEN,BEL,BEL0092,"Vuelta a España, 2016",,,,,,,,IAM CYCLING,,,
Romain CARDIS,Romain,CARDIS,FRA,FRA0174,"Vuelta a España, 2016",,,,,,,,DIRECT ENERGIE,,,
Julien MORICE,Julien,MORICE,FRA,FRA0175,"Vuelta a España, 2016",,,,,,,,DIRECT ENERGIE,,,
Nicolas DOUGALL,Nicolas,DOUGALL,RSA,RSA0012,"Vuelta a España, 2016",,,,,,,,TEAM DIMENSION DATA,,,
Silvio HERKLOTZ,Silvio,HERKLOTZ,GER,GER0054,"Vuelta a España, 2016",,,,,,,,BORA-ARGON 18,,,
Mário COSTA,Mário,COSTA,POR,POR0015,"Vuelta a España, 2016",,,,,,,,LAMPRE - MERIDA,,,
Federico ZURLO,Federico,ZURLO,ITA,ITA0193,"Vuelta a España, 2017",,,,,,,,LAMPRE - MERIDA,UAE TEAM EMIRATES,,
Hernan Ricardo AGUIRRE CAIPA,Hernan Ricardo,AGUIRRE CAIPA,COL,COL0039,"Vuelta a España, 2017",,,,,,,,,MANZANA POSTOBON TEAM,,
Aldemar REYES ORTEGA,Aldemar,REYES ORTEGA,COL,COL0040,"Vuelta a España, 2017",,,,,,,,,MANZANA POSTOBON TEAM,,
Bernardo Albeiro SUAZA ARANGO,Bernardo Albeiro,SUAZA ARANGO,COL,COL0041,"Vuelta a España, 2017",,,,,,,,,MANZANA POSTOBON TEAM,,
Daan OLIVIER,Daan,OLIVIER,NED,NED0071,"Vuelta a España, 2017",,,,,,,,,TEAM LOTTO NL - JUMBO,,
